customer_id,avg_booking_value_usd,lead_time_days,length_of_stay_nights,party_size,discount_pct,searches_last_30d,cancellations_last_12m,app_sessions_last_30d,web_sessions_last_30d,repeat_booking_rate,customer_age,customer_segment_hint
CUST_0001,146.7037757545975,2.929507522134405,1.1861974552826884,1.6237387337738205,19.115398713126375,18.577052014504055,1.2230568504613342,31.43036128438682,11.850623195495823,0.19950019843213182,23.064753200249925,Budget / short stay
CUST_0002,117.1203496627091,6.537826904868949,1.73401621202321,1.8916969321767474,25.166072533030864,13.112305563221748,2.2024150858794425,20.21345886190775,7.3930813485802584,0.16790018826028993,28.08283521580572,Budget / short stay
CUST_0003,156.50992630774206,6.659990051915296,1.0,2.1999121234551473,18.45760089086604,22.372236084706195,0.0,30.522146160206486,3.9929680579275963,0.21460755613809218,33.521360256847515,Budget / short stay
CUST_0004,160.69242376060672,10.07756272572131,1.0,1.1707319590107952,20.903885476648984,12.8620623178154,0.10268904807733881,19.440208102079048,6.67081764491713,0.18495331869439674,30.385619760333423,Budget / short stay
CUST_0005,97.0772258496156,8.505333737743737,3.2904729784198086,1.6374954848402112,17.71608402803654,12.816923584488821,0.561690846483786,20.786346956276866,6.893167791429727,0.18883165804897747,27.09661827756645,Budget / short stay
CUST_0006,111.352050849029,7.070613177448529,1.0,2.4407277738294866,17.14796209417898,18.705658054022656,2.4689430933762635,22.192846835857008,2.9057750433953036,0.14733334697386646,26.954725229652947,Budget / short stay
CUST_0007,142.81248886968027,10.389908673658685,1.0322500950817524,1.328205885593718,14.102588016372902,19.814632411684684,1.5260695863354372,39.07312207620521,6.23250378597753,0.06815122721609193,26.725977613523746,Budget / short stay
CUST_0008,133.0426629684412,2.4337108370314473,3.08583946982492,1.2888749913548398,20.151506794787768,18.240496819681017,1.9138537923689816,25.107713449068733,4.77342371800769,0.056509983798233465,25.722942228046342,Budget / short stay
CUST_0009,139.63037453490566,4.080745401750757,3.833547018468285,1.8011530959155968,13.74231405407116,7.572013413075959,0.38787126469901556,15.756412820291217,9.773073271562302,0.23225959066249816,44.689797263656374,Budget / short stay
CUST_0010,121.23303359338124,3.220272175783425,1.0,2.12219259524266,21.327926181567147,18.690172199641253,0.404371299783579,25.813987221655147,7.103835622555767,0.15786399279314292,32.78506642711333,Budget / short stay
CUST_0011,159.34675544698223,4.830570590532696,1.5422257302483786,1.7057130277803296,23.426435022229548,10.828459741628006,1.6582509733781685,17.82900477749395,6.1516127525572895,0.13231288802750665,36.32055432642843,Budget / short stay
CUST_0012,157.11142257943686,1.8699415573310736,2.039088885658357,2.3644802952184945,19.83265703618615,17.176380557941318,1.3466194647483574,17.061498902592746,6.681454208132271,0.18068045013785228,28.065535191286457,Budget / short stay
CUST_0013,141.45267534634675,7.905452840443213,3.0100883510839145,2.1283969912832634,16.56875633222154,8.8813278230047,1.7389910550913013,25.451608159352666,7.669366055218498,0.2435945802332502,29.88425993688371,Budget / short stay
CUST_0014,164.79930655329673,5.33333190870368,1.1092000451002337,2.120910033445031,20.269827896543482,18.231610737715318,1.1498632072572383,20.186513526626918,8.85044259906934,0.19442911544211186,26.71867611177787,Budget / short stay
CUST_0015,150.285205529545,1.5875811164920268,1.6283055078405233,1.9770582506620467,16.456634722267935,11.967005478463136,1.5225149811637015,21.671455487070837,4.0008633139918555,0.12751560506872262,21.0,Budget / short stay
CUST_0016,121.09556581656875,2.9532627563773755,2.344136303243221,2.8638265501730427,22.677735627325745,9.58682674869739,1.4264952679240874,20.083911331191754,3.875237102136184,0.278103436451916,22.731944338912804,Budget / short stay
CUST_0017,148.11251724981497,6.940541542350585,2.104336252126633,1.5974191555669779,8.842969578924382,19.569100682412,1.9222139112679404,22.019498759632608,10.31403764620759,0.3063348402385305,21.0,Budget / short stay
CUST_0018,118.90458278176203,8.514379703683144,1.5366907501389306,1.0,16.32196315940677,17.208222608383757,1.9456066255555766,22.549795384616896,5.762989383385808,0.21956453242582827,21.0,Budget / short stay
CUST_0019,159.32590662875998,11.99019267507536,1.7063239248387712,2.5021271807585705,8.04594002438001,12.930115993035514,0.004102404486584055,8.378198403767508,2.7494737222093777,0.2578930809075272,23.827846154211382,Budget / short stay
CUST_0020,138.90162995830244,14.741587398021988,1.0,1.4711502845215871,10.524695848863974,23.25589424510532,0.0,23.999436011657203,8.331438128149314,0.27935679974510486,38.949734076289786,Budget / short stay
CUST_0021,135.93302800200428,7.243228299827989,1.6332783792177343,1.7539402221715166,24.81931114906955,13.796737892151288,2.101396318121206,14.107883481018195,8.39010941809806,0.2704079453123611,30.733382993773873,Budget / short stay
CUST_0022,125.01955002311328,3.0313856399044075,1.6135287569937315,2.3547753424302633,22.475924909858428,16.160538369854674,2.250180074609549,11.346205186643532,2.4078542282298807,0.2291279341690099,38.74338257392704,Budget / short stay
CUST_0023,166.89590945082867,0.0,1.9625189227383792,1.0,14.402598833576048,17.344567238393005,0.48350158438933,19.649532536847904,7.688445146390819,0.2278677637659906,33.46589546140525,Budget / short stay
CUST_0024,136.60035139448635,6.803134387031507,1.4112709468266889,1.0741763929469301,10.487482719795516,12.901670329356932,0.0,20.503886019886725,9.206749277285121,0.2215728458677202,35.695352954290954,Budget / short stay
CUST_0025,130.57678791241165,3.5611767140690223,2.130076965781597,1.0,5.0,18.35568146699965,1.3792278568057608,15.838963012566316,8.123159355118789,0.09221298603623651,25.594618028172547,Budget / short stay
CUST_0026,132.25306188925896,4.753928219460944,2.50890107247388,1.3029318549872881,15.282522460336827,13.332738264176378,2.0446705810804238,24.986191146007847,8.895944451284185,0.23605785254876685,34.143705725156025,Budget / short stay
CUST_0027,151.71080208217367,4.163709602820576,1.9088005293679262,1.9198183030084968,30.102075061237013,13.941808388918954,2.7380756179474517,11.94694900177456,2.787192705727753,0.07153488230987567,35.372285404446075,Budget / short stay
CUST_0028,148.03976941600973,5.577627340750844,2.0462294858794423,1.9620939214063855,20.174421357318238,22.813213199016705,1.7130380576811608,17.558337507364648,7.9931204649885865,0.11643204358999559,27.540116246597844,Budget / short stay
CUST_0029,149.08011745511175,9.19794069236293,1.8372087433045072,1.8381370896642768,15.202138569752552,10.797069737437834,1.002626642731444,16.490755190401995,6.0921407215886605,0.28428520542464697,34.357242223697,Budget / short stay
CUST_0030,149.4780620661734,6.471145702336034,1.80005907516399,1.0,20.325401047501533,3.9360983453525495,0.5854955027321098,19.720476377963962,5.551629523826065,0.2472176130155358,34.397126551449,Budget / short stay
CUST_0031,187.11624721915015,5.524095488883935,1.2949093765200068,1.0,10.195208235027785,24.054684975059473,1.3091610333365236,21.673185707883434,9.61166682825918,0.29899186317486903,27.702684273219504,Budget / short stay
CUST_0032,131.05886963953844,2.893038741522565,2.0215459831713156,1.727176792695191,16.513383186511824,28.746639763035013,1.060588236891795,13.952642302258731,11.43782353202269,0.15826604930501662,24.26338940637403,Budget / short stay
CUST_0033,128.73065996042618,0.9759511658869293,1.7318993811105574,1.464111983180832,18.497387365078694,13.97365367275334,0.4879456754169471,24.345696064737368,12.383110163801078,0.08782009269785859,23.895230008610366,Budget / short stay
